,Car Name,Trim Msrp,Engine Fuel Type,Engine Size,Engine Horsepower Hp,Engine Torque Ft Lbs,Engine Drive Type,Engine Transmission,Body Type,Body Doors,Body Seats,Mileage Fuel Tank Capacity,Mileage Combined Mpg,Mileage Epa City Mpg,Mileage Epa Highway Mpg,Mileage Range City,Mileage Range Highway
763,Maserati Ghibli S GranSport,87300,Unleaded,3.0,424.0,428.0,rear wheel drive,automatic,Saloon,4,5,79.8635,22.8,19.2,28.799999999999997,337.6,506.4
764,Maserati Ghibli S Q4,83000,Unleaded,3.0,424.0,428.0,all wheel drive,automatic,Saloon,4,5,79.8635,22.8,19.2,28.799999999999997,337.6,506.4
765,Maserati Ghibli S Q4 GranLusso,89800,Unleaded,3.0,424.0,428.0,all wheel drive,automatic,Saloon,4,5,79.8635,22.8,19.2,28.799999999999997,337.6,506.4
766,Maserati Ghibli S Q4 GranSport,89800,Unleaded,3.0,424.0,428.0,all wheel drive,automatic,Saloon,4,5,79.8635,22.8,19.2,28.799999999999997,337.6,506.4
767,Maserati Levante Base,77500,Unleaded,3.0,345.0,369.0,all wheel drive,automatic,SUV,5,5,79.8635,20.4,18.0,25.2,316.5,443.1
768,Maserati Levante GranLusso,84500,Unleaded,3.0,345.0,369.0,all wheel drive,automatic,SUV,5,5,79.8635,20.4,18.0,25.2,316.5,443.1
769,Maserati Levante GranSport,84500,Unleaded,3.0,345.0,369.0,all wheel drive,automatic,SUV,5,5,79.8635,20.4,18.0,25.2,316.5,443.1
770,Maserati Levante GTS,122000,Unleaded,3.8,550.0,538.0,all wheel drive,automatic,SUV,5,5,79.8635,18.0,16.8,21.599999999999998,295.4,379.8
771,Maserati Levante S,88000,Unleaded,3.0,424.0,428.0,all wheel drive,automatic,SUV,5,5,79.8635,20.4,18.0,25.2,316.5,443.1
772,Maserati Levante S GranLusso,94000,Unleaded,3.0,424.0,428.0,all wheel drive,automatic,SUV,5,5,79.8635,20.4,18.0,25.2,316.5,443.1
773,Maserati Levante S GranSport,94000,Unleaded,3.0,424.0,428.0,all wheel drive,automatic,SUV,5,5,79.8635,20.4,18.0,25.2,316.5,443.1
774,Maserati Levante Trofeo,171500,Unleaded,3.8,590.0,538.0,all wheel drive,automatic,SUV,5,5,79.8635,18.0,16.8,21.599999999999998,295.4,379.8
775,Maserati Quattroporte GTS GranLusso,140500,Unleaded,3.8,523.0,524.0,rear wheel drive,automatic,Saloon,4,5,79.8635,20.4,18.0,26.4,316.5,464.2
776,Maserati Quattroporte GTS GranSport,140500,Unleaded,3.8,523.0,524.0,rear wheel drive,automatic,Saloon,4,5,79.8635,20.4,18.0,26.4,316.5,464.2
777,Maserati Quattroporte S,109500,Unleaded,3.0,424.0,428.0,rear wheel drive,automatic,Saloon,4,5,79.8635,22.8,20.4,28.799999999999997,358.7,506.4
778,Maserati Quattroporte S GranLusso,116500,Unleaded,3.0,424.0,428.0,rear wheel drive,automatic,Saloon,4,5,79.8635,22.8,20.4,28.799999999999997,358.7,506.4
779,Maserati Quattroporte S GranSport,116500,Unleaded,3.0,424.0,428.0,rear wheel drive,automatic,Saloon,4,5,79.8635,22.8,20.4,28.799999999999997,358.7,506.4
780,Maserati Quattroporte S Q4,114500,Unleaded,3.0,424.0,428.0,all wheel drive,automatic,Saloon,4,5,79.8635,21.599999999999998,19.2,27.599999999999998,337.6,485.3
781,Maserati Quattroporte S Q4 GranLusso,121500,Unleaded,3.0,424.0,428.0,all wheel drive,automatic,Saloon,4,5,79.8635,21.599999999999998,19.2,27.599999999999998,337.6,485.3
782,Maserati Quattroporte S Q4 GranSport,121500,Unleaded,3.0,424.0,428.0,all wheel drive,automatic,Saloon,4,5,79.8635,21.599999999999998,19.2,27.599999999999998,337.6,485.3
783,Mazda 3 Base,21500,Unleaded,2.5,186.0,186.0,front wheel drive,automatic,Saloon,4,5,49.961999999999996,36.0,31.2,42.0,343.2,462.0
784,Mazda 3 Base,25100,Unleaded,2.5,186.0,186.0,all wheel drive,automatic,Hatchback,5,5,48.0695,32.4,28.799999999999997,38.4,304.8,406.4
785,Mazda 3 Base,23700,Unleaded,2.5,186.0,186.0,front wheel drive,automatic,Hatchback,5,5,49.961999999999996,36.0,31.2,42.0,343.2,462.0
786,Mazda 3 Preferred,26600,Unleaded,2.5,186.0,186.0,all wheel drive,automatic,Hatchback,5,5,48.0695,32.4,28.799999999999997,38.4,304.8,406.4
787,Mazda 3 Preferred,25200,Unleaded,2.5,186.0,186.0,front wheel drive,automatic,Hatchback,5,5,49.961999999999996,36.0,31.2,42.0,343.2,462.0
788,Mazda 3 Preferred,24200,Unleaded,2.5,186.0,186.0,front wheel drive,automatic,Saloon,4,5,49.961999999999996,36.0,31.2,42.0,343.2,462.0
789,Mazda 3 Preferred,25600,Unleaded,2.5,186.0,186.0,all wheel drive,automatic,Saloon,4,5,48.0695,33.6,30.0,39.6,317.5,419.1
790,Mazda 3 Premium,27500,Unleaded,2.5,186.0,186.0,front wheel drive,automatic,Hatchback,5,5,49.961999999999996,36.0,31.2,42.0,343.2,462.0
791,Mazda 3 Premium,27500,Unleaded,2.5,186.0,186.0,front wheel drive,manual,Hatchback,5,5,49.961999999999996,34.8,30.0,42.0,330.0,462.0
792,Mazda 3 Premium,27900,Unleaded,2.5,186.0,186.0,all wheel drive,automatic,Saloon,4,5,48.0695,33.6,30.0,39.6,317.5,419.1
793,Mazda 3 Premium,26500,Unleaded,2.5,186.0,186.0,front wheel drive,automatic,Saloon,4,5,49.961999999999996,36.0,32.4,43.199999999999996,356.4,475.2
794,Mazda 3 Premium,28900,Unleaded,2.5,186.0,186.0,all wheel drive,automatic,Hatchback,5,5,48.0695,32.4,28.799999999999997,38.4,304.8,406.4
795,Mazda 3 Select,22700,Unleaded,2.5,186.0,186.0,front wheel drive,automatic,Saloon,4,5,49.961999999999996,36.0,31.2,42.0,343.2,462.0
796,Mazda 3 Select,24100,Unleaded,2.5,186.0,186.0,all wheel drive,automatic,Saloon,4,5,48.0695,33.6,30.0,39.6,317.5,419.1
797,Mazda 6 Grand Touring,29800,Unleaded,2.5,227.0,310.0,front wheel drive,automatic,Saloon,4,5,62.074,31.2,27.599999999999998,37.199999999999996,377.2,508.4
798,Mazda 6 Grand Touring Reserve,32300,Unleaded,2.5,227.0,310.0,front wheel drive,automatic,Saloon,4,5,62.074,31.2,27.599999999999998,37.199999999999996,377.2,508.4
799,Mazda 6 Signature,35400,Unleaded,2.5,227.0,310.0,front wheel drive,automatic,Saloon,4,5,62.074,31.2,27.599999999999998,37.199999999999996,377.2,508.4
800,Mazda 6 Sport,24100,Unleaded,2.5,187.0,186.0,front wheel drive,automatic,Saloon,4,5,62.074,34.8,31.2,42.0,426.4,574.0
801,Mazda 6 Touring,26700,Unleaded,2.5,187.0,186.0,front wheel drive,automatic,Saloon,4,5,62.074,34.8,31.2,42.0,426.4,574.0
802,Mazda CX-3 Sport,22040,Unleaded,2.0,148.0,146.0,all wheel drive,automatic,SUV,5,5,45.041500000000006,34.8,32.4,38.4,321.3,380.8
803,Mazda CX-3 Sport,20640,Unleaded,2.0,148.0,146.0,front wheel drive,automatic,SUV,5,5,48.0695,37.199999999999996,34.8,40.8,368.3,431.8
804,Mazda CX-30 Base,23300,Unleaded,2.5,186.0,186.0,all wheel drive,automatic,SUV,5,5,48.0695,31.2,28.799999999999997,37.199999999999996,304.8,393.7
805,Mazda CX-30 Base,21900,Unleaded,2.5,186.0,186.0,front wheel drive,automatic,SUV,5,5,51.097500000000004,33.6,30.0,39.6,337.5,445.5
806,Mazda CX-30 Preferred,27600,Unleaded,2.5,186.0,186.0,all wheel drive,automatic,SUV,5,5,48.0695,31.2,28.799999999999997,37.199999999999996,304.8,393.7
807,Mazda CX-30 Preferred,26200,Unleaded,2.5,186.0,186.0,front wheel drive,automatic,SUV,5,5,51.097500000000004,33.6,30.0,39.6,337.5,445.5
808,Mazda CX-30 Premium,29600,Unleaded,2.5,186.0,186.0,all wheel drive,automatic,SUV,5,5,48.0695,32.4,30.0,38.4,317.5,406.4
809,Mazda CX-30 Premium,28200,Unleaded,2.5,186.0,186.0,front wheel drive,automatic,SUV,5,5,51.097500000000004,33.6,30.0,39.6,337.5,445.5
810,Mazda CX-30 Select,25300,Unleaded,2.5,186.0,186.0,all wheel drive,automatic,SUV,5,5,48.0695,31.2,28.799999999999997,37.199999999999996,304.8,393.7
811,Mazda CX-30 Select,23900,Unleaded,2.5,186.0,186.0,front wheel drive,automatic,SUV,5,5,51.097500000000004,33.6,30.0,39.6,337.5,445.5
812,Mazda CX-5 Grand Touring,31710,Unleaded,2.5,187.0,186.0,all wheel drive,automatic,SUV,5,5,57.910500000000006,31.2,28.799999999999997,36.0,367.2,459.0
813,Mazda CX-5 Grand Touring,30310,Unleaded,2.5,187.0,186.0,front wheel drive,automatic,SUV,5,5,56.01800000000001,33.6,30.0,37.199999999999996,370.0,458.8
814,Mazda CX-5 Grand Touring Reserve,35135,Unleaded,2.5,227.0,310.0,all wheel drive,automatic,SUV,5,5,57.910500000000006,28.799999999999997,26.4,32.4,336.6,413.1
815,Mazda CX-5 Signature,37155,Unleaded,2.5,227.0,310.0,all wheel drive,automatic,SUV,5,5,57.910500000000006,28.799999999999997,26.4,32.4,336.6,413.1
816,Mazda CX-5 Sport,26590,Unleaded,2.5,187.0,186.0,all wheel drive,automatic,SUV,5,5,57.910500000000006,31.2,28.799999999999997,36.0,367.2,459.0
817,Mazda CX-5 Sport,25190,Unleaded,2.5,187.0,186.0,front wheel drive,automatic,SUV,5,5,56.01800000000001,33.6,30.0,37.199999999999996,370.0,458.8
818,Mazda CX-5 Touring,28230,Unleaded,2.5,187.0,186.0,all wheel drive,automatic,SUV,5,5,57.910500000000006,31.2,28.799999999999997,36.0,367.2,459.0
819,Mazda CX-5 Touring,26830,Unleaded,2.5,187.0,186.0,front wheel drive,automatic,SUV,5,5,56.01800000000001,33.6,30.0,37.199999999999996,370.0,458.8
820,Mazda CX-9 Grand Touring,41550,Unleaded,2.5,227.0,310.0,front wheel drive,automatic,SUV,5,7,71.915,28.799999999999997,26.4,33.6,418.0,532.0
821,Mazda CX-9 Grand Touring,43450,Unleaded,2.5,227.0,310.0,all wheel drive,automatic,SUV,5,7,73.8075,27.599999999999998,24.0,31.2,390.0,507.0
822,Mazda CX-9 Signature,46215,Unleaded,2.5,227.0,310.0,all wheel drive,automatic,SUV,5,6,73.8075,27.599999999999998,24.0,31.2,390.0,507.0
823,Mazda CX-9 Sport,35790,Unleaded,2.5,227.0,310.0,all wheel drive,automatic,SUV,5,7,73.8075,27.599999999999998,24.0,31.2,390.0,507.0
824,Mazda CX-9 Sport,33890,Unleaded,2.5,227.0,310.0,front wheel drive,automatic,SUV,5,7,71.915,28.799999999999997,26.4,33.6,418.0,532.0
825,Mazda CX-9 Touring,37610,Unleaded,2.5,227.0,310.0,all wheel drive,automatic,SUV,5,7,73.8075,27.599999999999998,24.0,31.2,390.0,507.0
826,Mazda CX-9 Touring,35710,Unleaded,2.5,227.0,310.0,front wheel drive,automatic,SUV,5,7,71.915,28.799999999999997,26.4,33.6,418.0,532.0
827,Mazda MX-5 Miata Club,30890,Unleaded,2.0,181.0,151.0,rear wheel drive,automatic,Convertible,2,2,45.041500000000006,36.0,31.2,42.0,309.4,416.5
828,Mazda MX-5 Miata Club,30290,Unleaded,2.0,181.0,151.0,rear wheel drive,manual,Convertible,2,2,45.041500000000006,34.8,31.2,40.8,309.4,404.6
829,Mazda MX-5 Miata Grand Touring,31670,Unleaded,2.0,181.0,151.0,rear wheel drive,manual,Convertible,2,2,45.041500000000006,34.8,31.2,40.8,309.4,404.6
830,Mazda MX-5 Miata Grand Touring,32195,Unleaded,2.0,181.0,151.0,rear wheel drive,automatic,Convertible,2,2,45.041500000000006,36.0,31.2,42.0,309.4,416.5
831,Mazda MX-5 Miata Sport,27930,Unleaded,2.0,181.0,151.0,rear wheel drive,automatic,Convertible,2,2,45.041500000000006,36.0,31.2,42.0,309.4,416.5
832,Mazda MX-5 Miata Sport,26580,Unleaded,2.0,181.0,151.0,rear wheel drive,manual,Convertible,2,2,45.041500000000006,34.8,31.2,40.8,309.4,404.6
833,Mazda MX-5 Miata RF Club,33045,Unleaded,2.0,181.0,151.0,rear wheel drive,manual,Convertible,2,2,45.041500000000006,34.8,31.2,40.8,309.4,404.6
834,Mazda MX-5 Miata RF Club,33645,Unleaded,2.0,181.0,151.0,rear wheel drive,automatic,Convertible,2,2,45.041500000000006,36.0,31.2,42.0,309.4,416.5
835,Mazda MX-5 Miata RF Grand Touring,34750,Unleaded,2.0,181.0,151.0,rear wheel drive,automatic,Convertible,2,2,45.041500000000006,36.0,31.2,42.0,309.4,416.5
836,Mazda MX-5 Miata RF Grand Touring,34425,Unleaded,2.0,181.0,151.0,rear wheel drive,manual,Convertible,2,2,45.041500000000006,34.8,31.2,40.8,309.4,404.6
837,McLaren 600LT Spider Base,256500,Unleaded,3.8,592.0,457.0,rear wheel drive,automatic,Convertible,2,2,71.915,21.599999999999998,18.0,26.4,285.0,418.0
838,McLaren 720S Base,299000,Unleaded,4.0,710.0,568.0,rear wheel drive,automatic,Coupe,2,2,71.915,21.599999999999998,18.0,26.4,285.0,418.0
839,McLaren 720S Spider Base,315000,Unleaded,4.0,710.0,568.0,rear wheel drive,automatic,Convertible,2,2,71.915,21.599999999999998,18.0,26.4,285.0,418.0
840,McLaren GT Base,215500,Unleaded,4.0,612.0,465.0,rear wheel drive,automatic,Coupe,2,2,71.915,21.599999999999998,18.0,26.4,285.0,418.0
841,Mercedes-Benz A-Class A 220,32800,Unleaded,2.0,188.0,221.0,front wheel drive,automatic,Saloon,4,5,51.097500000000004,33.6,28.799999999999997,42.0,324.0,472.5
842,Mercedes-Benz A-Class A 220 4MATIC,34800,Unleaded,2.0,188.0,221.0,all wheel drive,automatic,Saloon,4,5,51.097500000000004,33.6,28.799999999999997,40.8,324.0,459.0
843,Mercedes-Benz A-Class AMG A 35,44950,Unleaded,2.0,302.0,295.0,all wheel drive,automatic,Saloon,4,5,51.097500000000004,32.4,28.799999999999997,37.199999999999996,324.0,418.5
844,Mercedes-Benz AMG GT 53,99950,Unleaded,3.0,429.0,384.0,all wheel drive,automatic,Saloon,4,4,79.8635,25.2,22.8,28.799999999999997,400.9,506.4
845,Mercedes-Benz AMG GT 63,140250,Unleaded,4.0,577.0,590.0,all wheel drive,automatic,Saloon,4,4,79.8635,20.4,18.0,24.0,316.5,422.0
846,Mercedes-Benz AMG GT 63 S,161200,Unleaded,4.0,630.0,664.0,all wheel drive,automatic,Saloon,4,4,79.8635,20.4,18.0,24.0,316.5,422.0
847,Mercedes-Benz AMG GT Base,127900,Unleaded,4.0,469.0,465.0,rear wheel drive,automatic,Convertible,2,2,74.94300000000001,21.599999999999998,19.2,26.4,316.8,435.6
848,Mercedes-Benz AMG GT Base,115900,Unleaded,4.0,469.0,465.0,rear wheel drive,automatic,Coupe,2,2,74.94300000000001,21.599999999999998,19.2,26.4,316.8,435.6
849,Mercedes-Benz AMG GT C,150900,Unleaded,4.0,550.0,502.0,rear wheel drive,automatic,Coupe,2,2,74.94300000000001,20.4,18.0,25.2,297.0,415.8
850,Mercedes-Benz AMG GT C,162400,Unleaded,4.0,550.0,502.0,rear wheel drive,automatic,Convertible,2,2,74.94300000000001,20.4,18.0,24.0,297.0,396.0
851,Mercedes-Benz AMG GT R,189750,Unleaded,4.0,577.0,516.0,rear wheel drive,automatic,Convertible,2,2,74.94300000000001,20.4,18.0,24.0,297.0,396.0
852,Mercedes-Benz AMG GT R,162900,Unleaded,4.0,577.0,516.0,rear wheel drive,automatic,Coupe,2,2,74.94300000000001,20.4,18.0,24.0,297.0,396.0
853,Mercedes-Benz C-Class AMG C 43,64750,Unleaded,3.0,385.0,384.0,all wheel drive,automatic,Convertible,2,4,65.859,25.2,21.599999999999998,30.0,313.2,435.0
854,Mercedes-Benz C-Class AMG C 43,58500,Unleaded,3.0,385.0,384.0,all wheel drive,automatic,Coupe,2,4,65.859,26.4,22.8,32.4,330.6,469.8
855,Mercedes-Benz C-Class AMG C 43,55950,Unleaded,3.0,385.0,384.0,all wheel drive,automatic,Saloon,4,5,65.859,26.4,22.8,32.4,330.6,469.8
856,Mercedes-Benz C-Class AMG C 63,77300,Unleaded,4.0,469.0,479.0,rear wheel drive,automatic,Convertible,2,4,65.859,24.0,20.4,28.799999999999997,295.8,417.6
857,Mercedes-Benz C-Class AMG C 63,68100,Unleaded,4.0,469.0,479.0,rear wheel drive,automatic,Saloon,4,5,65.859,25.2,21.599999999999998,32.4,313.2,469.8
858,Mercedes-Benz C-Class AMG C 63,69900,Unleaded,4.0,469.0,479.0,rear wheel drive,automatic,Coupe,2,4,65.859,24.0,20.4,31.2,295.8,452.4
859,Mercedes-Benz C-Class AMG C 63 S,75700,Unleaded,4.0,503.0,516.0,rear wheel drive,automatic,Saloon,4,5,65.859,25.2,21.599999999999998,32.4,313.2,469.8
860,Mercedes-Benz C-Class AMG C 63 S,77500,Unleaded,4.0,503.0,516.0,rear wheel drive,automatic,Coupe,2,4,65.859,24.0,20.4,31.2,295.8,452.4
861,Mercedes-Benz C-Class AMG C 63 S,84900,Unleaded,4.0,503.0,516.0,rear wheel drive,automatic,Convertible,2,4,65.859,24.0,20.4,28.799999999999997,295.8,417.6
862,Mercedes-Benz C-Class C 300,41400,Unleaded,2.0,255.0,273.0,rear wheel drive,automatic,Saloon,4,5,65.859,33.6,28.799999999999997,42.0,417.6,609.0
863,Mercedes-Benz C-Class C 300,45950,Unleaded,2.0,255.0,273.0,rear wheel drive,automatic,Coupe,2,4,65.859,30.0,26.4,37.199999999999996,382.8,539.4
864,Mercedes-Benz C-Class C 300,53950,Unleaded,2.0,255.0,273.0,rear wheel drive,automatic,Convertible,2,4,65.859,28.799999999999997,25.2,34.8,365.4,504.6
865,Mercedes-Benz C-Class C 300 4MATIC,43400,Unleaded,2.0,255.0,273.0,all wheel drive,automatic,Saloon,4,5,65.859,31.2,27.599999999999998,39.6,400.2,574.2
866,Mercedes-Benz C-Class C 300 4MATIC,47950,Unleaded,2.0,255.0,273.0,all wheel drive,automatic,Coupe,2,4,65.859,30.0,25.2,36.0,365.4,522.0
867,Mercedes-Benz C-Class C 300 4MATIC,55950,Unleaded,2.0,255.0,273.0,all wheel drive,automatic,Convertible,2,4,65.859,28.799999999999997,25.2,34.8,365.4,504.6
868,Mercedes-Benz CLA-Class AMG CLA 35,46900,Unleaded,2.0,302.0,295.0,all wheel drive,automatic,Saloon,4,5,51.097500000000004,30.0,27.599999999999998,34.8,310.5,391.5
869,Mercedes-Benz CLA-Class AMG CLA 45,54800,Unleaded,2.0,382.0,354.0,all wheel drive,automatic,Saloon,4,5,51.097500000000004,27.599999999999998,24.0,34.8,270.0,391.5
870,Mercedes-Benz CLA-Class CLA 250,36650,Unleaded,2.0,221.0,258.0,front wheel drive,automatic,Saloon,4,5,51.097500000000004,33.6,30.0,42.0,337.5,472.5
871,Mercedes-Benz CLA-Class CLA 250 4MATIC,38650,Unleaded,2.0,221.0,258.0,all wheel drive,automatic,Saloon,4,5,51.097500000000004,32.4,27.599999999999998,39.6,310.5,445.5
872,Mercedes-Benz CLS-Class AMG CLS 53,81200,Unleaded,3.0,429.0,384.0,all wheel drive,automatic,Saloon,4,5,79.8635,27.599999999999998,25.2,32.4,443.1,569.7
873,Mercedes-Benz CLS-Class CLS 450,69950,Unleaded,3.0,362.0,369.0,rear wheel drive,automatic,Saloon,4,5,79.8635,31.2,28.799999999999997,37.199999999999996,506.4,654.1
874,Mercedes-Benz CLS-Class CLS 450 4MATIC,72450,Unleaded,3.0,362.0,369.0,all wheel drive,automatic,Saloon,4,5,79.8635,31.2,27.599999999999998,36.0,485.3,633.0
875,Mercedes-Benz E-Class AMG E 53,81650,Unleaded,3.0,429.0,384.0,all wheel drive,automatic,Convertible,2,4,65.859,27.599999999999998,24.0,31.2,348.0,452.4
876,Mercedes-Benz E-Class AMG E 53,74950,Unleaded,3.0,429.0,384.0,all wheel drive,automatic,Coupe,2,4,65.859,27.599999999999998,25.2,33.6,365.4,487.2
877,Mercedes-Benz E-Class AMG E 53,73800,Unleaded,3.0,429.0,384.0,all wheel drive,automatic,Saloon,4,5,79.8635,28.799999999999997,25.2,33.6,443.1,590.8
878,Mercedes-Benz E-Class AMG E 63 S,111750,Unleaded,4.0,603.0,627.0,all wheel drive,automatic,Estate,5,5,79.8635,22.8,19.2,27.599999999999998,337.6,485.3
879,Mercedes-Benz E-Class AMG E 63 S,107350,Unleaded,4.0,603.0,627.0,all wheel drive,automatic,Saloon,4,5,79.8635,21.599999999999998,18.0,27.599999999999998,316.5,485.3
880,Mercedes-Benz E-Class E 350,54050,Unleaded,2.0,255.0,273.0,rear wheel drive,automatic,Saloon,4,5,65.859,31.2,27.599999999999998,38.4,400.2,556.8
881,Mercedes-Benz E-Class E 350 4MATIC,56550,Unleaded,2.0,255.0,273.0,all wheel drive,automatic,Saloon,4,5,65.859,30.0,26.4,36.0,382.8,522.0
882,Mercedes-Benz E-Class E 450,64350,Unleaded,3.0,362.0,369.0,rear wheel drive,automatic,Coupe,2,4,65.859,27.599999999999998,24.0,33.6,348.0,487.2
883,Mercedes-Benz E-Class E 450,71400,Unleaded,3.0,362.0,369.0,rear wheel drive,automatic,Convertible,2,4,65.859,27.599999999999998,24.0,32.4,348.0,469.8
884,Mercedes-Benz E-Class E 450 4MATIC,73900,Unleaded,3.0,362.0,369.0,all wheel drive,automatic,Convertible,2,4,65.859,26.4,22.8,31.2,330.6,452.4
885,Mercedes-Benz E-Class E 450 4MATIC,66850,Unleaded,3.0,362.0,369.0,all wheel drive,automatic,Coupe,2,4,65.859,26.4,22.8,31.2,330.6,452.4
886,Mercedes-Benz E-Class E 450 4MATIC,61550,Unleaded,3.0,362.0,369.0,all wheel drive,automatic,Saloon,4,5,79.8635,27.599999999999998,24.0,33.6,422.0,590.8
887,Mercedes-Benz E-Class E 450 AMG Line 4MATIC,66600,Unleaded,3.0,362.0,369.0,all wheel drive,automatic,Estate,5,7,79.8635,26.4,22.8,31.2,400.9,548.6
888,Mercedes-Benz E-Class E 450 Luxury 4MATIC,66950,Unleaded,3.0,362.0,369.0,all wheel drive,automatic,Estate,5,7,79.8635,26.4,22.8,31.2,400.9,548.6
889,Mercedes-Benz E-Class E 450 Sport 4MATIC,66100,Unleaded,3.0,362.0,369.0,all wheel drive,automatic,Estate,5,7,79.8635,26.4,22.8,31.2,400.9,548.6
890,Mercedes-Benz G-Class AMG G 63,156450,Unleaded,4.0,577.0,627.0,four wheel drive,automatic,SUV,5,5,99.92399999999999,16.8,15.6,18.0,343.2,396.0
891,Mercedes-Benz G-Class G 550,130900,Unleaded,4.0,416.0,450.0,four wheel drive,automatic,SUV,5,5,99.92399999999999,16.8,15.6,20.4,343.2,448.8
892,Mercedes-Benz GLA-Class GLA 250,34250,Unleaded,2.0,208.0,258.0,front wheel drive,automatic,SUV,5,5,56.01800000000001,33.6,28.799999999999997,40.8,355.2,503.2
893,Mercedes-Benz GLA-Class GLA 250 4MATIC,36250,Unleaded,2.0,208.0,258.0,all wheel drive,automatic,SUV,5,5,56.01800000000001,30.0,26.4,36.0,325.6,444.0
894,Mercedes-Benz GLB-Class GLB 250,36600,Unleaded,2.0,221.0,258.0,front wheel drive,automatic,SUV,5,5,60.18150000000001,31.2,27.599999999999998,36.0,365.7,477.0
895,Mercedes-Benz GLB-Class GLB 250 4MATIC,38600,Unleaded,2.0,221.0,258.0,all wheel drive,automatic,SUV,5,5,60.18150000000001,31.2,27.599999999999998,37.199999999999996,365.7,492.9
896,Mercedes-Benz GLC-Class AMG GLC 43,59500,Unleaded,3.0,385.0,384.0,all wheel drive,automatic,SUV,5,5,65.859,25.2,21.599999999999998,28.799999999999997,313.2,417.6
897,Mercedes-Benz GLC-Class AMG GLC 63,73750,Unleaded,4.0,469.0,479.0,all wheel drive,automatic,SUV,5,5,65.859,21.599999999999998,19.2,26.4,278.4,382.8
898,Mercedes-Benz GLC-Class GLC 300,42500,Unleaded,2.0,255.0,273.0,rear wheel drive,automatic,SUV,5,5,65.859,28.799999999999997,26.4,34.8,382.8,504.6
899,Mercedes-Benz GLC-Class GLC 300 4MATIC,44500,Unleaded,2.0,255.0,273.0,all wheel drive,automatic,SUV,5,5,65.859,28.799999999999997,25.2,33.6,365.4,487.2
900,Mercedes-Benz GLC-Class GLC 350e 4MATIC,51900,Unleaded,2.0,315.0,516.0,all wheel drive,automatic,SUV,5,5,65.859,30.0,27.599999999999998,33.6,400.2,487.2
901,Mercedes-Benz GLC-Class Coupe AMG GLC 43,63000,Unleaded,3.0,385.0,384.0,all wheel drive,automatic,SUV,5,5,65.859,25.2,21.599999999999998,28.799999999999997,313.2,417.6
902,Mercedes-Benz GLC-Class Coupe AMG GLC 63,76500,Unleaded,4.0,469.0,479.0,all wheel drive,automatic,SUV,5,5,65.859,21.599999999999998,19.2,26.4,278.4,382.8
903,Mercedes-Benz GLC-Class Coupe AMG GLC 63 S,84100,Unleaded,4.0,503.0,516.0,all wheel drive,automatic,SUV,5,5,65.859,21.599999999999998,19.2,26.4,278.4,382.8
904,Mercedes-Benz GLC-Class Coupe GLC 300 4MATIC,50000,Unleaded,2.0,255.0,273.0,all wheel drive,automatic,SUV,5,5,65.859,28.799999999999997,25.2,33.6,365.4,487.2
905,Mercedes-Benz GLE-Class GLE 350,53700,Unleaded,2.0,255.0,273.0,rear wheel drive,automatic,SUV,5,5,85.16250000000001,26.4,24.0,32.4,450.0,607.5
906,Mercedes-Benz GLE-Class GLE 350 4MATIC,56200,Unleaded,2.0,255.0,273.0,all wheel drive,automatic,SUV,5,5,85.16250000000001,26.4,22.8,31.2,427.5,585.0
907,Mercedes-Benz GLE-Class GLE 450 4MATIC,61150,Unleaded,3.0,362.0,369.0,all wheel drive,automatic,SUV,5,5,85.16250000000001,25.2,22.8,28.799999999999997,427.5,540.0
908,Mercedes-Benz GLE-Class GLE 580 4MATIC,77600,Unleaded,4.0,483.0,516.0,all wheel drive,automatic,SUV,5,5,85.16250000000001,22.8,20.4,25.2,382.5,472.5
909,Mercedes-Benz GLS-Class GLS 450 4MATIC,75200,Unleaded,3.0,362.0,369.0,all wheel drive,automatic,SUV,5,7,90.08300000000001,25.2,22.8,27.599999999999998,452.2,547.4
910,Mercedes-Benz GLS-Class GLS 580 4MATIC,97800,Unleaded,4.0,483.0,516.0,all wheel drive,automatic,SUV,5,7,90.08300000000001,21.599999999999998,19.2,25.2,380.8,499.8
911,Mercedes-Benz Maybach S 560 4MATIC,173000,Unleaded,4.0,463.0,516.0,all wheel drive,automatic,Saloon,4,5,79.8635,22.8,19.2,30.0,337.6,527.5
912,Mercedes-Benz Maybach S 650,202550,Unleaded,6.0,621.0,738.0,rear wheel drive,automatic,Saloon,4,5,79.8635,19.2,15.6,25.2,274.3,443.1
913,"Mercedes-Benz Metris 126"" WB Cargo",31390,Unleaded,2.0,208.0,258.0,rear wheel drive,automatic,Minivan,4,2,70.02250000000001,26.4,25.2,28.799999999999997,388.5,444.0
914,"Mercedes-Benz Metris 135"" WB Cargo",31910,Unleaded,2.0,208.0,258.0,rear wheel drive,automatic,Minivan,4,2,70.02250000000001,26.4,25.2,28.799999999999997,388.5,444.0
915,Mercedes-Benz Metris Passenger,33580,Unleaded,2.0,208.0,258.0,rear wheel drive,automatic,Minivan,5,7,70.02250000000001,25.2,24.0,28.799999999999997,370.0,444.0
916,Mercedes-Benz Metris Worker Cargo,27180,Unleaded,2.0,208.0,258.0,rear wheel drive,automatic,Minivan,4,2,70.02250000000001,26.4,25.2,28.799999999999997,388.5,444.0
